Award Number,Month,Year,City,Zip,Charging Station Brand,County,Cost of Charging Station,Rebate Amount,Date,Area_Type
GFCS0521007,5,2021,Georgetown,19947,Leviton,Sussex,3246.04,2921.44,2021-05-01,Urban
MDCS0820001,8,2020,Newark,19711,BTC,New Castle,10015.0,7000.0,2020-08-01,Urban
MDCS1220002,12,2020,Wilmington,19805,Siemans,New Castle,494.12,444.71,2020-12-01,Urban
MDCS1220003,12,2020,Wilmington,19809,Siemans,New Castle,494.12,444.71,2020-12-01,Urban
MDCS1220004,12,2020,Wilmington,19805,Siemans,New Castle,494.12,444.71,2020-12-01,Urban
MDCS0121005,1,2021,Millsboro,19966,SemaConnect,Sussex,6380.0,4785.0,2021-01-01,Urban
MDCS0121006,1,2021,Millsboro,19966,SemaConnect,Sussex,6380.0,4785.0,2021-01-01,Urban
MDCS0121007,1,2021,Millsboro,19966,SemaConnect,Sussex,6380.0,4785.0,2021-01-01,Urban
MDCS0121008,1,2021,Lewes,19958,SemaConnect,Sussex,6380.0,4785.0,2021-01-01,Urban
MDCS0121009,1,2021,Lewes,19958,SemaConnect,Sussex,6380.0,4785.0,2021-01-01,Urban
MDCS0521010,5,2021,Wilmington,19801,Wallbox,New Castle,2596.0,2336.4,2021-05-01,Urban
MDCS0921011,9,2021,Wilmington,19803,Sema Connect,New Castle,13560.0,12204.0,2021-09-01,Urban
MDCS0921012,9,2021,Wilmington,19803,Sema Connect,New Castle,13560.0,12204.0,2021-09-01,Urban
MDCS0921013,9,2021,Wilmington,19803,Sema Connect,New Castle,13560.0,12204.0,2021-09-01,Urban
MDCS0921014,9,2021,Wilmington,19803,Sema Connect,New Castle,13560.0,12204.0,2021-09-01,Urban
MDCS1221015,12,2021,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2021-12-01,Urban
MDCS1221016,12,2021,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2021-12-01,Urban
MDCS1221017,12,2021,Newark,19711,Juicebox,New Castle,2479.0,22311.0,2021-12-01,Urban
MDCS0122018,1,2022,Newark,19711,Juicebox,New Castle,12395.0,11155.5,2022-01-01,Urban
MDCS0122019,1,2022,Newark,19711,Juicebox,New Castle,17353.0,15617.7,2022-01-01,Urban
MDCS0122020,1,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-01-01,Urban
MDCS0122021,1,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-01-01,Urban
MDCS0122022,1,2022,Newark,19711,Juicebox,New Castle,9916.0,8924.4,2022-01-01,Urban
MDCS0122023,1,2022,Newark,19711,Juicebox,New Castle,12395.0,11155.5,2022-01-01,Urban
MDCS0122024,1,2022,Wilmington,19801,Juicebox,New Castle,13990.0,12591.0,2022-01-01,Urban
MDCS0122025,1,2022,Wilmington,19801,Juicebox,New Castle,13990.0,12591.0,2022-01-01,Urban
MDCS0122026,1,2022,Wilmington,19801,Juicebox,New Castle,13990.0,12591.0,2022-01-01,Urban
MDCS0122027,1,2022,Newark,19711,Juicebox,New Castle,20985.0,18886.5,2022-01-01,Urban
MDCS0122028,1,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-01-01,Urban
MDCS0222029,2,2022,Newark,19711,Juicebox,New Castle,22311.0,20079.9,2022-02-01,Urban
MDCS0222030,2,2022,Newark,19711,Juicebox,New Castle,17600.0,15840.0,2022-02-01,Urban
MDCS0222031,2,2022,Newark,19713,Juicebox,New Castle,22000.0,19800.0,2022-02-01,Urban
MDCS0222032,2,2022,Newark,19713,Juicebox,New Castle,22000.0,19800.0,2022-02-01,Urban
MDCS0222033,2,2022,Newark,19711,Juicebox,New Castle,12395.0,11155.5,2022-02-01,Urban
MDCS0222034,2,2022,Newark,19711,Juicebox,New Castle,7437.0,6693.3,2022-02-01,Urban
MDCS0222035,2,2022,Newark,19713,Juicebox,New Castle,22000.0,19800.0,2022-02-01,Urban
MDCS0222036,2,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-02-01,Urban
MDCS0222037,2,2022,Newark,19711,Juicebox,New Castle,14874.0,13386.6,2022-02-01,Urban
MDCS0222038,2,2022,Newark,19713,Juicebox,New Castle,22000.0,19800.0,2022-02-01,Urban
MDCS0222039,2,2022,Newark,19711,Juicebox,New Castle,12395.0,11155.5,2022-02-01,Urban
MDCS0322040,3,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-03-01,Urban
MDCS0322041,3,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-03-01,Urban
MDCS0322042,3,2022,Newark,19711,Juicebox,New Castle,24790.0,22311.0,2022-03-01,Urban
MDCS0322043,3,2022,Newark,19711,Juicebox,New Castle,19832.0,17848.8,2022-03-01,Urban
MDCS0422044,4,2022,Newark,19711,Juicebox,New Castle,34975.0,31477.5,2022-04-01,Urban
MDCS0422045,4,2022,Newark,19711,Juicebox,New Castle,34975.0,31477.5,2022-04-01,Urban
MDCS0422046,4,2022,Newark,19711,Juicebox,New Castle,34975.0,31477.5,2022-04-01,Urban
MDCS0422047,4,2022,Newark,19711,Juicebox,New Castle,34975.0,31477.5,2022-04-01,Urban
MDCS0822048,7,2022,Wilmington,19801,Juicebox,New Castle,6995.0,5246.25,2022-07-01,Urban
MDCS0822049,8,2022,Bethany Beach,19930,Juicebox,New Castle,34785.0,12816.0,2022-08-01,Urban
MDCS1022050,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022051,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022052,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022053,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022054,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022055,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1022056,10,2022,Newark,19711,Juicebox,New Castle,8595.0,38677.5,2022-10-01,Urban
MDCS1122057,10,2022,Westport,6880,Juicebox,New Castle,15340.0,13806.0,2022-10-01,Rural
MDCS1122058,11,2022,Seaford,19973,Juicebox,New Castle,29930.0,26937.0,2022-11-01,Urban
MDCS1122059,11,2022,Elkton,19711,Juicebox,New Castle,1495.0,13455.0,2022-11-01,Rural
MDCS0223061,2,2023,Wilmington,19801,JuicePedastal,New Castle,13990.0,23591.0,2023-02-01,Urban
MDCS0423063,2,2023,Lewes,19971,SemaConnect,Sussex,7200.0,6480.0,2023-02-01,Urban
MDCS0423064,2,2023,Bear,19701,JuicePedastal,New Castle,1495.0,13455.0,2023-02-01,Urban
